title,author,discussant,group,organizer,year,duration,start,Tilburg_Rank_unweighted_auth,Tilburg_Rank_weighted_auth,Tilburg_Rank_unweighted_dis,Tilburg_Rank_weighted_dis
FAIR TREATMENT AND INFLATION PERSISTENCE,"JOHN DRISCOLL, Brown University and NBER; STEINAR HOLDEN, University of Oslo",,ME,Ben Bernanke,2002,30.0,2002-07-18 14:15:00,79.5,87.5,,
FEAR OF FIRE SALES AND THE CREDIT FREEZE,"DOUGLAS DIAMOND, University of Chicago and NBER; RAGHURAM RAJAN, University of Chicago and NBER",7102515412,RISK,Mark Carey; Anil Kashyap; Raghuram Rajan; René Stulz,2009,55.0,2009-07-08 13:50:00,7.0,18.0,6.0,17.0
FEAR OF FLOATING,"GUILLERMO CALVO, University of Maryland and NBER; CARMEN REINHART, University of Maryland and NBER",7006157135,IFM,Marianne Baxter; Michael Dooley,2000,80.0,2000-07-17 09:00:00,28.0,34.0,18.0,23.0
"FINANCIAL ASSET RETURNS, MARKET TIMING, AND VOLATILITY DYNAMICS","PETER CHRISTOFFERSEN, McGill University; FRANCIS DIEBOLD, University of Pennsylvania and NBER",,EFFE,Mark Watson; Kenneth West,2003,60.0,2003-07-15 10:15:00,37.5,37.5,,
FINANCIAL CLAUSTROPHOBIA: ASSET PRICING IN ILLIQUID MARKETS,"FRANCIS LONGSTAFF, UC, Los Angeles and NBER",21733328700,AP,John Cochrane; Pietro Veronesi,2004,60.0,2004-07-15 14:15:00,5.0,9.0,9.0,18.0
FINANCIAL CONSERVATISM: EVIDENCE ON CAPITAL STRUCTURE FROM LOW LEVERAGE FIRMS,"BERNADETTE MINTON, Ohio State University; KAREN WRUCK, Ohio State University",6603142772,CF,Ivo Welch; Gary Gorton,2001,60.0,2001-08-07 13:30:00,42.0,80.0,7.0,8.0
FINANCIAL CONSTRAINTS AND GROWTH: MULTINATIONAL AND LOCAL FIRM RESPONSES TO CURRENCY CRISES,"MIHIR DESAI, Harvard University and NBER; C. FRITZ FOLEY, University of Michigan; KRISTIN FORBES, MIT and NBER",23080621700,CF,Denis Gromb; Antoinette Schoar,2004,50.0,2004-07-13 13:00:00,6.0,9.666666666666666,28.0,36.0
"FINANCIAL CONSTRAINTS, ASSET TANGIBILITY, AND CORPORATE INVESTMENT","HEITOR ALMEIDA, New York University; MURILLO CAMPELLO, University of Illinois at Urbana-Champaign",7202298683,CF,Judith Chevalier; Michael Weisbach,2003,50.0,2003-08-05 13:00:00,17.5,26.5,17.0,24.0
FINANCIAL CONTRACTING WITH OPTIMISTIC ENTREPRENEURS: THEORY AND EVIDENCE,"AUGUSTIN LANDIER, University of Chicago; DAVID THESMAR, ENSAE-CREST",17342742600,CF,Judith Chevalier; Michael Weisbach,2003,50.0,2003-08-05 09:50:00,9.0,20.0,2.0,2.0
FINANCIAL DISTRESS AS A SELECTION MECHANISM: PERFORMANCE AND SURVIVAL FROM THE ONSET TO THE RESOLUTION OF FINANCIAL DISTRESS,"MATTHIAS KAHL, UC, Los Angeles",7005722584,CF,Ivo Welch; Gary Gorton,2001,60.0,2001-08-07 10:00:00,8.0,10.0,2.0,3.0
"FINANCIAL FRICTIONS, FINANCIAL INTEGRATION AND THE INTERNATIONAL PROPAGATION OF SHOCKS","LUCA DEDOLA, European Central Bank; GIOVANNI LOMARDO, European Central Bank",,EFCE,Lawrence Christiano; Martin Eichenbaum,2009,60.0,2009-07-08 10:15:00,,,,
"FINANCIAL FRICTIONS, INVESTMENT, AND TOBIN'S Q","GUIDO LORENZONI, MIT and NBER; KARL WALENTIN, Sveriges Riksbank",7004484373,EFEL,Janice Eberly; Deborah Lucas,2006,50.0,2006-07-19 13:00:00,4.0,4.0,6.0,19.0
"FINANCIAL INNOVATION, THE DISCOVERY OF RISK, AND THE U.S. CREDIT CRISIS","EMINE BOZ, International Monetary Fund; ENRIQUE MENDOZA, University of Maryland and NBER",7003275699,IFM,Fabio Ghironi; Nelson Mark,2009,60.0,2009-07-10 08:30:00,20.0,26.0,,
FINANCIAL INTEGRATION AND BUSINESS CYCLE SYNCHRONIZATION,"SEBNEM KALEMLI-OZCAN, University of Houston and NBER; ELIAS PAPAIOANNOU, Dartmouth College; JOSE LUIS PEYDR\xd3, European Central Bank",7005662111,EFEL,Janice Eberly; Deborah Lucas,2009,50.0,2009-07-14 13:50:00,158.0,211.0,31.0,37.0
FINANCIAL INTEGRATION AND ENTREPRENEURIAL ACTIVITY: EVIDENCE FROM FOREIGN BANK ENTRY IN EMERGING MARKETS,"MARIASSUNTA GIANNETTI, Stockholm School of Economics; STEVEN ONGENA, Norwegian School of Management",6701621055,CF,Jeremy Stein; Steven Kaplan,2005,50.0,2005-08-02 09:20:00,330.0,711.5,131.0,311.0
FINANCIAL INTERMEDIARIES AS FIRMS AND THE BUSINESS CYCLE,"REFET GURKAYNAK, Federal Reserve Board",7005881414,EFEL,Janice Eberly; Deborah Lucas,2003,55.0,2003-07-22 16:15:00,,,15.0,28.0
FINANCIAL INTERMEDIATION IN A RESTRUCTURING ECONOMY,"GAREY RAMEY, UC, San Diego",,EFCE,Lawrence Christiano; Martin Eichenbaum,2003,60.0,2003-07-21 10:15:00,10.0,6.0,,
FINANCIAL INTERMEDIATION WITH HETEROGENEOUS AGENTS: TRANSITIONAL DYNAMICS AND POLICY RESPONSES,"MARTIN BERKA, University of British Columbia; CHRISTIAN ZIMMERMAN, Universite du Quebec a Montreal",6603158120,EFEL,Janice Eberly; Deborah Lucas,2002,50.0,2002-07-24 13:20:00,157.0,204.0,17.0,22.0
FINANCIAL MARKETS AND WAGES,"CLAUDIO MICHELACCI, CEMFI; VINCENZO QUADRINI, New York University and NBER",7003812265,EFEL,Janice Eberly; Deborah Lucas,2004,50.0,2004-07-21 10:40:00,12.0,30.0,75.0,62.0
FINANCIAL POLICY WITH FULLY RATIONAL FIRMS,"ALEXIS ANAGNOSTOPOULOS, SUNY, Stony Brook; EVA CARCELES-POVEDA, SUNY, Stony Brook; ALBERT MARCET, Universitat Pompeu Fabra",7401840910,EFEL,Janice Eberly; Deborah Lucas,2007,50.0,2007-07-17 13:50:00,83.66666666666667,114.66666666666667,19.0,38.0
"FINANCING CONSTRAINTS, IRREVERSIBILITY AND INVESTMENT DYNAMICS","ANDREA CAGGESE, Pompeu Fabra University",55493188400,EFEL,Janice Eberly; Deborah Lucas,2003,55.0,2003-07-22 13:55:00,92.0,314.0,6.0,18.0
FIRE-SALE FDI,"VIRAL ACHARYA, London Business School; HYUN SONG SHIN, Princeton University; TANJU YORULMAZER",23392047000;35808576700,IFM,Linda Goldberg; Eric Van Wincoop,2007,80.0,2007-07-12 10:40:00,99.0,246.0,140.0,316.0
FISCAL DISCRETION DESTROYS MONETARY COMMITMENT,"AVINASH DIXIT, Princeton University; LUISA LAMBERTINI, UC, Los Angeles",,ME,Ben Bernanke,2001,60.0,2001-07-20 14:15:00,14.5,15.0,,
FISCAL POLICY AND FINANCIAL DEPTH,"RICARDO CABALLERO, MIT and NBER; ARVIND KRISHNAMURTHY, Northwestern University",8716236500,EFEL,Janice Eberly; Deborah Lucas,2004,60.0,2004-07-20 08:45:00,13.5,20.5,9.0,18.0
FISCAL POLICY AND MACROECONOMIC UNCERTAINTY IN DEVELOPING COUNTRIES: THE TALE OF THE TORMENTED INSURER,"ENRIQUE MENDOZA, University of Maryland and NBER; MARCELO OVIEDO, Iowa State University",8716236500;6602144540,IFM,Andrew Rose; Eric Van Wincoop,2006,80.0,2006-07-10 10:40:00,57.5,89.5,7.0,15.0
FISCAL POLICY IN AN INCOMPLETE MARKETS ECONOMY,"FRANCISCO GOMES, London Business School; ALEXANDER MICHAELIDES, London School of Economics; VALERY POLKOVNICHENKO, University of Texas at Dallas",6602989968,EFEL,Janice Eberly; Deborah Lucas,2008,50.0,2008-07-14 13:00:00,159.0,387.0,6.0,18.0
FISCAL STIMULUS WITH SPENDING REVERSALS,"GIANCARLO CORSETTI, European University Institute; ANDRE MEIER, International Monetary Fund; GERNOT MULLER, University of Bonn",7801361043,IFM,Fabio Ghironi; Nelson Mark,2009,60.0,2009-07-09 11:00:00,177.5,379.5,,
FOLLOWING THE LEADER: SIMPLE ESTIMATES OF THE EFFECT OF MONETARY POLICY ON THE ECONOMY,"JULIAN DI GIOVANNI, International Monetary Fund; JUSTIN MCCRARY, University of Michigan; TILL VON WACHTER, Columbia University",,ME,Christina D. Romer; David H. Romer,2004,55.0,2004-07-13 13:00:00,14.0,22.5,,
FORCED SALES AND HOUSE PRICES,"JOHN CAMPBELL, Harvard University and NBER; STEFANO GIGLIO, Harvard University; PARAK PATHAK, MIT and NBER",7202232626,PERE,Joe Gyourko; Chris Mayer; Todd Sinai,2009,60.0,2009-07-23 13:00:00,2.0,1.6666666666666667,8.0,16.0
FORECAST-BASED MODEL SELECTION IN THE PRESENCE OF STRUCTURAL BREAKS,"TODD CLARK, Federal Reserve Bank of Kansas City; MICHAEL MCCRACKEN, University of Missouri",,EFFE,Mark Watson; Kenneth West,2002,60.0,2002-07-19 10:15:00,95.0,97.0,,
FORECASTING OUTPUT AND INFLATION: THE ROLE OF ASSET PRICES,"JAMES STOCK, Harvard University and NBER; MARK WATSON, Princeton University and NBER",,EFFE,Mark Watson; Kenneth West,2001,60.0,2001-07-20 10:15:00,11.0,10.5,,
FORECASTING THE TERM STRUCTURE OF GOVERNMENT BOND YIELDS,"FRANCIS DIEBOLD, University of Pennsylvania and NBER; CANLIN LI, University of Pennsylvania",,EFFE,Mark Watson; Kenneth West,2002,60.0,2002-07-17 11:30:00,6.0,18.0,,
FORECASTING TIME SERIES SUBJECT TO MULTIPLE STRUCTURAL BREAKS,"HASHEM PESARAN, University of Cambridge; DAVIDE PETTENUZZO, Bocconi University; ALLAN TIMMERMANN, UC, San Diego",,EFFE,Mark Watson; Kenneth West,2005,60.0,2005-07-14 08:30:00,74.0,197.0,,
FORECASTING U.S. INFLATION BY BAYESIAN MODEL AVERAGING,"JONATHAN WRIGHT, Federal Reserve Board",,EFFE,Mark Watson; Kenneth West,2004,60.0,2004-07-13 11:00:00,,,,
FRAILTY CORRELATED DEFAULT,"DARRELL DUFFIE, Stanford University and NBER; ANDREAS ECKNER, Stanford University; GUILLAUME HOREL, Stanford University; LEANDO SAITA, Stanford University",6603047433,RISK,Mark Carey; Rene Stulz,2006,60.0,2006-07-13 08:30:00,3.0,3.0,,
FREQUENCY OF PRICE ADJUSTMENT AND PASS-THROUGH,"GITA GOPINATH, Harvard University and NBER; OLEG ITSKHOKI, Harvard University",,ME,Christina Romer; David Romer,2008,55.0,2008-07-07 13:55:00,1.0,1.0,,
FUNDAMENTALS BASED EXCHANGE RATE PREDICTION REVISITED,"JAN GROEN, Bank of England",,EFFE,Mark Watson; Kenneth West,2006,60.0,2006-07-14 09:45:00,,,108.0,330.5
FUNDAMENTALS BASED EXCHANGE RATE PREDICTION REVISITED,"JAN GROEN, Bank of England",35585929500;7102989698,IFM,Linda Goldberg; Eric Van Wincoop,2007,80.0,2007-07-10 09:00:00,,,108.0,330.5
"FUTURE TECHNOLOGY, ENDOGENOUS DIFFUSION, ECONOMIC FLUCTUATIONS AND THE STOCK MARKET","MARK GERLER, New York University and NBER; Diego Comin, Harvard University and NBER; Maria Santacreu, New York University",,EFCE,Lawrence Christiano; Martin Eichenbaum,2008,60.0,2008-07-10 09:00:00,8.333333333333334,21.666666666666668,,
FUTURES PRICES AS RISK ADJUSTED FORECASTS OF MONETARY POLICY,"MONIKA PIAZZESI, University of Chicago and NBER; ERIC SWANSON, Federal Reserve Board",,ME,Christina D. Romer; David H. Romer,2004,55.0,2004-07-14 13:00:00,9.0,18.0,,
GENERALIZED AFFINE MODELS,"NOUR MEDDAHI, Imperial College London",,EFFE,Mark Watson; Kenneth West,2008,60.0,2008-07-09 08:30:00,44.0,34.0,,
GENERALIZED LEAST SQUARES ESTIMATION OF PANEL WITH COMMON SHOCKS,"PAOLO ZAFFARONI, Imperial College London",,EFFE,Mark Watson; Kenneth West,2009,60.0,2009-07-10 08:30:00,43.0,35.0,,
GLAMOUR VS. VALUE: THE REAL STORY,"ROBERT CHIRINKO, Emory University; HUNTLEY SCHALLER, Carleton University",6602544953,EFEL,Janice Eberly; Deborah Lucas,2003,55.0,2003-07-23 15:05:00,176.5,266.5,15.0,28.0
GLOBAL BUSINESS CYCLES: CONVERGENCE OR DECOUPLING?,"AYHAN KOSE, International Monetary Fund; CHRISTOPHER OTROK, University of Virginia; ESWAR PRASAD, Cornell University",23392047000;7005662111,IFM,Linda Goldberg; Nelson Mark,2008,80.0,2008-07-09 09:00:00,39.5,34.5,52.0,64.5
GLOBAL INFLATION,"MATTEO CICCARELLI, European Central Bank; BENOT MOJON, European Central Bank",,ME,Christina Romer; David Romer,2006,55.0,2006-07-10 15:10:00,,,,
"GOING POSTAL: WHAT BLACK EMPLOYMENT IN THE POSTAL SERVICE REVEALS ABOUT THE INCREASING COST OF RACIAL SEGREGATION, 1940-2000","LEAH PLATT BOUSTAN, UC, Los Angeles and NBER; ROBERT MARGO, Boston University and NBER",22133551000,PERE,Joe Gyourko; Chris Mayer; Todd Sinai,2007,60.0,2007-07-25 08:30:00,21.0,25.5,62.0,62.0
GREAT EXPECTATIONS AND THE END OF THE DEPRESSION,"GAUTI EGGERTSSON, Federal Reserve Bank of New York",,EFCE,Lawrence Christiano; Martin Eichenbaum,2006,60.0,2006-07-17 11:30:00,,,,
GROWTH OR GLAMOUR? FUNDAMENTALS AND SYSTEMATIC RISK IN STOCK RETURNS,"JOHN CAMPBELL, Harvard University and NBER; CHRISTOPHER POLK, Northwestern University; TUOMO VUOLTEENAHO, Arrowstreet Capital and NBER",7401576349,AP,John Cochrane; Joshua Coval,2005,60.0,2005-07-15 14:15:00,11.0,19.0,9.0,19.0
GROWTH RATE DYNAMICS AND THE COSTS OF ECONOMIC FLUCTUATIONS,"RAVI BANSAL, Duke University; AMIR YARON, University of Pennsylvania and NBER",,EFCE,Lawrence Christiano; Martin Eichenbaum,2001,30.0,2001-07-27 11:15:00,10.5,20.0,,
HAS NEW YORK BECOME LESS COMPETITIVE IN GLOBAL MARKETS?: EVALUATING FOREIGN LISTING CHANGES OVER TIME,"CRAIG DOIDGE, University of Toronto; G. ANDREW KAROLYI, Ohio State University; RENE STULZ, Ohio State University and NBER",7004926273,CF,David Scharfstein,2007,50.0,2007-07-31 13:50:00,34.666666666666664,42.333333333333336,19.0,38.0
"HEDGING, STOCK MARKET PERFORMANCE AND PORTFOLIO CHOICE","MASSIMO MASSA, INSEAD; ANDREI SIMONOV, Stockholm School of Economics",8924744900,AP,John Heaton; Leonid Kogan,2003,60.0,2003-07-18 11:15:00,159.0,481.0,172.0,460.0
HETEROGENEITY IN PRICE STICKINESS AND THE NEW KEYNESIAN PHILLIPS CURVE,"CARLOS CARVALHO, Princeton University",,ME,Christina Romer; David Romer,2006,55.0,2006-07-11 13:55:00,20.0,24.0,,
HETEROGENEITY WITHIN COMMUNITIES: A STOCHASTIC MODEL WITH TENURE CHOICE,"FRANCOIS ORTALO-MAGNE, University of Wisconsin-Madison; SVEN RADY, University of Munich",6602150854,PERE,Joe Gyourko; Chris Mayer; Todd Sinai,2005,60.0,2005-07-27 15:30:00,125.0,269.5,63.0,185.0
HETEROGENEOUS BELIEFS AND BOND YIELDS,"WEI XIONG, Princeton University and NBER; HONGJUN YAN, Yale University",6506641986,EFEL,Janice Eberly; Deborah Lucas,2006,50.0,2006-07-19 14:55:00,12.5,15.5,9.0,20.0
"HOLD-UP, ASSET OWNERSHIP, AND REFERENCE POINTS","OLIVER HART, Harvard University and NBER",8147711800,CF,David Scharfstein,2007,50.0,2007-07-31 09:00:00,1.0,1.0,8.0,20.0
"HOME IS WHERE THE EQUITY IS: LIQUIDITY, CONSTRAINTS, REFINANCING AND CONSUMPTION","ERIK HURST, University of Chicago; FRANK STAFFORD, University of Michigan",7402055394,PERE,"Joe Gyourko, Chris Mayer, Todd Sinai",2001,60.0,2001-07-31 11:00:00,11.5,23.0,92.0,81.0
HOME OWNERSHIP AND THE DURATION OF UNEMPLOYMENT: A TEST OF THE OSWALD HYPOTHESIS,"RICHARD GREEN, University of Wisconsin-Madison; PATRIC HENDERSHOTT, University of Aberdeen and NBER",7202208577,PERE,"Joe Gyourko, Chris Mayer, Todd Sinai",2001,60.0,2001-07-31 08:30:00,421.0,221.0,159.0,226.0
"HOME OWNERSHIP: VOLATILE HOUSING PRICES, LOW LABOR MOBILITY AND HIGH INCOME DISPERSION","FRANCOIS ORTALO-MAGNE, London School of Economics; SVEN RADY, University of Munich",55893152500,AMRE,William Goetzmann; Tobias Moskowitz,2002,60.0,2002-07-19 10:15:00,57.5,160.0,6.0,18.0
"HOME PRICE RISK, LOCAL MARKET SHOCKS, AND INDEX HEDGING","DeFOREST McDUFF, Princeton University",7102716111,PERE,Christopher Mayer; Todd Sinai; Joseph Gyourko,2008,60.0,2008-07-22 11:00:00,19.0,26.0,2.0,2.0
"HOUSE PRICES, HOME EQUITY-BASED BORROWING, AND THE U.S. HOUSEHOLD LEVERAGE CRISIS","ATIF MIAN, University of Chicago and NBER; AMIR SUFI, University of Chicago and NBER",11940538200,RISK,Mark Carey; Anil Kashyap; Raghuram Rajan; René Stulz,2009,55.0,2009-07-08 16:00:00,7.0,18.0,,
HOUSEHOLD EXTERNAL FINANCE AND CONSUMPTION,"TIMOTHY BESLEY, Bank of England; NEIL MEADS, Bank of England; PAOLO SURICO, Bank of England",,ME,Christina Romer; David Romer,2008,55.0,2008-07-08 13:00:00,,,,
HOUSEHOLD RISK MANAGEMENT AND OPTIMAL MORTGAGE CHOICE,"JOHN CAMPBELL, Harvard University and NBER; JOAO COCCO, London Business School",7202026123,AMRE,"Andrew Caplin, William Goetzmann",2001,60.0,2001-07-18 09:00:00,76.5,231.5,20.0,34.0
"HOUSING COLLATERAL, CONSUMPTION INSURANCE AND RISK PREMIA","HANNO LUSTIG, University of Chicago; STIJN VAN NIEUWERBURGH, Stanford University",57202768608,AP,John Heaton; Leonid Kogan,2003,60.0,2003-07-18 10:15:00,5.5,11.0,7.0,11.0
HOUSING CYCLES,"EDWARD GLAESER, Harvard University and NBER; JOE GYOURKO, University of Pennsylvania and NBER",6603486284,PERE,Joe Gyourko; Chris Mayer; Todd Sinai,2006,60.0,2006-07-26 14:00:00,3.5,10.0,6.0,19.0
"HOW DO DIFFERENT EXPORTERS REACT TO EXCHANGE RATE CHANGES? THEORY, EMPIRICS, AND AGGREGATE IMPLICATIONS","NICOLAS BERMAN, European University Institute; PHILIPPE MARTIN, Sciences Po; THIERRY MAYER, Paris School of Economics",7402446305,IFM,Fabio Ghironi; Nelson Mark,2009,60.0,2009-07-08 11:00:00,294.5,680.0,,
"HOW DO FAMILY OWNERSHIP, CONTROL, AND MANAGEMENT AFFECT FIRM VALUE?","RAPHAEL AMIT, University of Pennsylvania; BELN VILLALONGA, Harvard University",6602077254,CF,Denis Gromb; Antoinette Schoar,2004,50.0,2004-07-13 09:00:00,4.5,10.0,8.0,19.0
"HOW DOES ORGANIZATIONAL FORM MATTER? COMMUNICATION, DISTANCE AND SOFT INFORMATION","JOSE LIBERTI, London Business School",7202846223,CF,Jeremy Stein; Steven Kaplan,2005,50.0,2005-08-02 10:25:00,171.0,464.0,21.0,37.0
HOW ELASTIC IS RESIDENTIAL CAPITAL INVESTMENT TO PROPERTY TAXATION? EVIDENCE FROM COURT-INDUCED TAX CHANGES,"BYRON LUTZ, Federal Reserve Board",12805621200,PERE,Joe Gyourko; Chris Mayer; Todd Sinai,2006,60.0,2006-07-25 13:00:00,,,2.0,2.0
HOW MUCH CROSS-COUNTRY RISK SHARING DO INTERNATIONAL FINANCIAL MARKETS PROVIDE?,"GIANCARLO CORSETTI, European University Institute; LUCA DEDOLA, European Central Bank",6603566491;7201532199,IFM,Linda Goldberg; Nelson Mark,2008,80.0,2008-07-10 09:00:00,267.0,674.0,110.0,131.5
HOW OFTEN TO SAMPLE A CONTINUOUS-TIME PROCESS IN THE PRESENCE OF MARKET MICROSTRUCTURE NOISE,"YACINE AIfT-SAHALIA, Princeton University and NBER; PER MYKLAND, University of Chicago; LAN ZHANG, University of Chicago",,EFFE,Mark Watson; Kenneth West,2004,60.0,2004-07-15 08:30:00,12.333333333333334,19.666666666666668,,
HOW QUICKLY IS MACROECONOMIC UNCERTAINTY RESOLVED? THEORY AND EMPIRICAL EVIDENCE FROM THE TERM STRUCTURE OF FORECAST ERRORS,"ANDREW PATTON, London School of Economics; ALLAN TIMMERMANN, UC, San Diego",,EFFE,Mark Watson; Kenneth West,2007,60.0,2007-07-12 11:00:00,23.5,126.0,,
HOW SENSITIVE IS INVESTMENT TO CASH FLOW WHEN FINANCING IS FRICTIONLESS,"AYDOGAN ALTI, Carnegie Mellon University",57199280201,CF,Ivo Welch; Gary Gorton,2001,60.0,2001-08-06 09:00:00,55.0,132.0,23.0,33.0
HOW SENSTIVE IS INVESTMENT? VERY (WHEN THE DATA ARE WELL MEASURED),"LUIGI GUISO, Ente Per Gli Studi Bancari; ANIL KASHYAP, University of Chicago and NBER; FABIO PANETTA, Bank of Italy; DANIELE TERLIZZESE, Bank of Italy",6602502546,EFEL,Janice Eberly; Deborah Lucas,2002,50.0,2002-07-22 16:20:00,9.0,19.0,15.0,23.0
HUMAN CAPITAL AND THE VOLUME AND COMPOSITION OF FOREIGN DIRECT INVESTMENT,"ALEX MONGE, Northwestern University",,EFCE,Lawrence Christiano; Martin Eichenbaum,2001,60.0,2001-07-27 09:00:00,20.0,34.0,,
IDENTIFICATION AND MIS-SPECIFICATION ISSUES IN FORWARD-LOOKING MODELS,"SOPHOCLES MAVROEIDIS, University of Amsterdam",,EFFE,Mark Watson; Kenneth West,2003,60.0,2003-07-16 11:30:00,63.0,74.0,,
IDENTIFICATION THROUGH HETEROSKEDASTICITY,"ROBERTO RIGOBON, MIT and NBER",6505985614,IFM,Marianne Baxter; Michael Dooley,2000,80.0,2000-07-17 10:40:00,4.0,4.0,,
IDENTIFYING EULER EQUATION MODELS VIA STABILITY RESTRICTIONS,"SOPHOCLES MAVROEIDIS, Brown University; LEANDRO MAGNUSSON, Tulane University",,EFFE,Mark Watson; Kenneth West,2009,60.0,2009-07-07 08:30:00,145.5,150.0,,
IDENTIFYING GOVERNMENT SPENDING SHOCKS: IT'S ALL IN THE TIMING,"VALERIE RAMEY, UC, San Diego and NBER",,EFCE,Lawrence Christiano; Martin Eichenbaum,2006,60.0,2006-07-19 10:15:00,10.0,7.5,,
IDENTIFYING GOVERNMENT SPENDING SHOCKS: IT'S ALL IN THE TIMING,"VALERIE RAMEY, UC, San Diego and NBER",,ME,Christina Romer; David Romer,2008,55.0,2008-07-11 13:00:00,10.0,7.5,,
IDENTIFYING THE INFLUENCES OF REAL AND NOMINAL RIGIDITIES IN AGGREGATE PRICE SETTING BEHAVIOR,"GUENTER COENEN, European Central Bank; ANDREW LEVIN, Federal Reserve Board",,EFCE,Lawrence Christiano; Martin Eichenbaum,2004,30.0,2004-07-23 11:30:00,,,,
IDENTIFYING THE SOURCES OF INSTABILITIES IN MACROECONOMIC FLUCTUATIONS,"ATSUSHI INOUE, North Carolina State University; BARBARA ROSSI, Duke University",,EFFE,Mark Watson; Kenneth West,2009,60.0,2009-07-07 09:45:00,68.5,81.5,,
"IDIOSYNCRATIC PRODUCTION RISK, GROWTH AND THE BUSINESS CYCLE","MARIOS ANGELETOS, MIT and NBER",,EFCE,Lawrence Christiano; Martin Eichenbaum,2002,60.0,2002-07-25 13:00:00,4.0,4.0,,
IDIOSYNCRATIC RISK AND AGGREGATE EMPLOYMENT DYNAMICS,"JEFFREY CAMPBELL, University of Chicago; JONAS FISHER, Federal Reserve Bank of Chicago",,EFCE,Lawrence Christiano; Martin Eichenbaum,2000,60.0,2000-07-25 09:00:00,9.0,21.0,,
ILLIQUID HOUSING AS SELF-INSURANCE: THE CASE OF LONG-TERM CARE,"THOMAS DAVIDOFF, UC, Berkeley",7101962367,PERE,Christopher Mayer; Todd Sinai; Joseph Gyourko,2008,60.0,2008-07-23 10:00:00,2.0,2.0,4.0,3.0
IMMIGRATION AND HOUSING RENTS IN AMERICAN CITIES,"ALBERT SAIZ, Federal Reserve Bank of Philadelphia",8450457100,PERE,Joe Gyourko; Chris Mayer; Todd Sinai,2002,60.0,2002-07-30 11:00:00,,,8.0,10.0
IMMIGRATION AND THE MACROECONOMY,"FEDERICO MANDELMAN, Federal Reserve Bank of Atlanta; ANDREI ZLATE, Boston College",6602929281,IFM,Fabio Ghironi; Nelson Mark,2009,60.0,2009-07-06 11:00:00,128.0,303.0,47.0,69.0
IMPERFECT CAPITAL MARKETS AND NOMINAL WAGE RIGIDITIES,"CHUCK CARLSTROM, Federal Reserve Bank of Cleveland; TIM FUERST, Bowling Green State University; VASSOU IOANNIDOU, Tilburg University",,EFCE,Lawrence Christiano; Martin Eichenbaum,2002,60.0,2002-07-25 15:15:00,273.0,419.0,,
IMPERFECT CREDIBILITY AND INFLATION PERSISTENCE,"CHRISTOPHER ERCEG, Federal Reserve Board; ANDREW LEVIN, Federal Reserve Board",,EFCE,Lawrence Christiano; Martin Eichenbaum,2000,60.0,2000-07-25 10:15:00,,,,
"IMPERFECT KNOWLEDGE, INFLATION EXPECTATIONS, AND MONETARY POLICY","ATHANASIOS ORPHANIDES, Federal Reserve Board; JOHN WILLIAMS, Federal Reserve Bank of San Francisco",,ME,Ben Bernanke,2002,30.0,2002-07-18 13:00:00,,,,
IMPLICATIONS OF DYNAMIC FACTOR MODELS FOR VAR ANALYSIS,"JAMES STOCK, Harvard University and NBER; MARK WATSON, Princeton University and NBER",,ME,Christina Romer; David Romer,2005,55.0,2005-07-15 13:00:00,10.5,12.5,,
IMPROVING FORECAST ACCURACY BY COMBINING RECURSIVE AND ROLLING FORECASTS,"MICHAEL MCCRACKEN, University of Missouri; TODD CLARK, Federal Reserve Bank of Kansas City",,EFFE,Mark Watson; Kenneth West,2004,60.0,2004-07-14 09:45:00,119.0,98.0,,
IN-SAMPLE AND OUT-OF-SAMPLE FIT: THEIR JOINT DISTRIBUTION AND ITS IMPLICATIONS FOR MODEL SELECTION AND MODEL AVERAGING,"PETER HANSEN, Stanford University",,EFFE,Mark Watson; Kenneth West,2008,60.0,2008-07-09 09:45:00,3.0,4.0,,
IN-SAMPLE AND OUT-OF-SAMPLE TESTS OF PREDICTABILITY: WHICH ONE SHOULD WE USE?,"ATSUSHI INOUE, North Carolina State University; LUTZ KILIAN, University of Michigan",,EFFE,Mark Watson; Kenneth West,2002,60.0,2002-07-19 11:30:00,67.5,88.5,,
INCENTIVES FOR INFORMATION PRODUCTION IN MARKETS WHERE PRICES AFFECT REAL INVESTMENT,"JAMES DOW, London Business School; ITAY GOLDSTEIN, University of Pennsylvania; ALEXANDER GUEMBEL, University of Oxford",6603102424,EFEL,Janice Eberly; Deborah Lucas,2007,50.0,2007-07-17 13:00:00,67.0,166.33333333333334,30.0,39.0
"INCREASING RETURNS, AND OPTIMAL OSCILLATING LABOR SUPPLY","WILLIAM DUPOR, University of Pennsylvania; ANDREAS LEHNERT, Federal Reserve Board",,EFCE,Lawrence Christiano; Martin Eichenbaum,2001,60.0,2001-07-25 09:00:00,6.0,18.0,,
