eid,year,group,has_discussion,references,journals
2-s2.0-33746221590,2005,EFCE,0,34247549702|33746228096|0038686509|0040909348|0942267283|84888478571|33645922782|34247163086|85010390101|13844273124|33746258457|0037968477|0000749777|0039973633|84892642303|0942291286|0001054430|17744368509|0001606198,"Econometrica|Journal of Political Economy|Journal of Economic Theory|Quarterly Journal of Economics|Journal of Political Economy|Quarterly Journal of Economics|Journal of Monetary Economics|Journal of Economic Theory|Journal of Political Economy|Journal of Finance|American Economic Review|Economic Theory|American Economic Review|NBER Macroeconomics Annual|Advances in Economics and Econometrics: Theory and Applications, Eighth World Congress, Volume 1|European Economic Review|European Economic Review|Journal of the European Economic Association|European Economic Review"
2-s2.0-84880608268,2009,ME,0,0001918323|12144262641|57349174070|38248999435|84977341011|4344674622|0031206516|33646382246|70349346498|80053057271|55349107277|55349107277|0030534228|84862589052|77649160315|79952165560|66049100957|0032771542|70349238700|41849114952|0025591195|0001691088|0038897369|0142188082|0040350327|44949137307|0442293797,Journal of Monetary Economics|Journal of Political Economy|Advances in Econometrics|Journal of International Economics|Journal of Political Economy|Journal of Finance|Journal of Monetary Economics|Quarterly Journal of Economics|American Economic Review|Econometrica|Brookings Papers on Economic Activity|Brookings Papers on Economic Activity|Review of Financial Studies|American Economic Review|NBER Macroeconomics Annual|Review of Financial Studies|Handbook of the Economics of Finance|Journal of Political Economy|Brookings Papers on Economic Activity|American Economic Review|Journal of Political Economy|Journal of Political Economy|American Economic Review|Journal of Finance|Journal of Finance|American Economic Review|Journal of the American Statistical Association
2-s2.0-79957493913,2007,IFM,1,34648830566|34547689672|33845312648|57349187822|31344479489|0010794391|31344482008|3142764049|77957315679|0013068840|35448968712|0030268728|1642303187|79953901429|23944508011|66249141764|34648828223|77957294948|85010390101|16244364373|38249014880|33645823697|34447138870|4043170592,Journal of Financial Intermediation|Journal of Financial Economics|Journal of Financial Intermediation|Review of Financial Studies|Journal of Monetary Economics|Journal of Finance|Journal of the European Economic Association|Econometrica|Journal of the European Economic Association|Journal of Financial Markets|Review of Financial Studies|Journal of Financial Economics|Quarterly Journal of Economics|Review of Financial Studies|Journal of Finance|Review of Financial Studies|Journal of Financial Intermediation|Journal of the European Economic Association|Journal of Political Economy|Journal of Finance|Journal of Financial Intermediation|Development Policy Review|Oxford Economic Papers|American Economic Review
2-s2.0-79751478517,2009,IFM,1,0028591186|0027770395|33749366805|70449530457|52749097365|0039658649|48749143178|0036655918|40449136103|33749339312|33645068441|0001532134|36348989448|22144493780|0242306004|40149087751|0000507406|0141538285|0030080121,"American Economic Review|American Economic Review|Economic Policy|Handbook of Macroeconomics|Journal of Money, Credit and Banking|Quarterly Journal of Economics|Journal of Monetary Economics|Review of Economic Studies|Review of Economic Studies|Economic Policy|Review of Economic Dynamics|Journal of Monetary Economics|Journal of the European Economic Association|Review of Economic Studies|Economic Policy|Journal of International Economics|Journal of Monetary Economics|Journal of International Economics|Journal of International Money and Finance"
2-s2.0-70349457884,2004,CF,1,0036092641|0141608916|0142004903|0347603952|58149326397|33745448156|0344895869|60449112179|0001912322|0037036504|1542290590|0037307791|0029512886|85005290125|34948878511|0013180930|0037279140|4043153533|33747681568|45849100942|45849137389|31444433012|0032416910,Journal of Public Economics|Review of Economics and Statistics|American Economic Review|American Sociological Review|Games and Economic Behavior|Review of Economics and Statistics|Quarterly Journal of Economics|Review of Financial Studies|Journal of Econometrics|Proceedings of the Royal Society B: Biological Sciences|Kyklos|American Political Science Review|Journal of Development Economics|Cultural Anthropology|Journal of the European Economic Association|Quarterly Journal of Economics|Journal of Monetary Economics|American Economic Review|Journal of Economic Perspectives|Journal of the European Economic Association|Journal of Finance|Journal of Finance|Journal of Political Economy
2-s2.0-84943612901,2008,EFEL,1,84873511822|77949813743|33746814380|35348925879|2942709807|3142778542|73549103596|84877614669|84857657959|84898838873|84879941690|33847049934|44949145244|84920376095|85011476664|85011468547|84896941901|77956947655|33745323202|34248549602|72249098371|79957959761|84944178665|84920426160,American Economic Journal: Applied Economics|Brookings Papers on Economic Activity|Journal of Finance|Journal of Consumer Research|American Economic Review|National Tax Journal|European Economic Review|Journal of Banking and Finance|Journal of Economic Psychology|Review of Financial Studies|Proceedings of the National Academy of Sciences of the United States of America|Journal of Monetary Economics|American Economic Review|Financial Literacy: Implications for Retirement Security and the Financial Marketplace|Journal of Pension Economics and Finance|Journal of Pension Economics and Finance|Journal of Economic Literature|American Economic Journal: Applied Economics|Journal of Consumer Affairs|Health Affairs|Journal of Finance|Journal of Financial Economics|Journal of the American Statistical Association|Financial Literacy: Implications for Retirement Security and the Financial Marketplace
2-s2.0-84901773834,2009,AP,1,34547264100|33745203022|35448970603|79957606154|70349811336|77953363081|38249033163|84901773834|61849084069|84878613423|84870155611|84959793812|0032354194|43649096200|42949128021,American Economic Review|Econometrica|Review of Financial Studies|American Economic Journal: Microeconomics|Econometrica|Journal of Economic Theory|Journal of Economic Theory|Econometrica|Econometrica|American Economic Review|Econometrica|Review of Economic Studies|Review of Financial Studies|Journal of Finance|Journal of Economic Theory
2-s2.0-33847663850,2003,ME,0,21844525022|0042415708|0006256389|0039447737|0000118629|77956753212,Quarterly Journal of Economics|Journal of Monetary Economics|Monthly Labor Review|Review of Economics and Statistics|American Economic Review|Handbook of Macroeconomics
2-s2.0-58149302923,2004,IFM,1,33646200768|33947532208|0001393537|84977364496|35448967126|46149128520|0034532115|84959777265|0001140573|0000737515|0031474088|0001599360|0001105480|15844361919|2942733515|33646190771,Journal of International Economics|Journal of Political Economy|Econometrica|American Economic Review|Econometrica|European Economic Review|Review of Economic Studies|Review of Economic Studies|Journal of Economic Dynamics and Control|Review of Economic Studies|Journal of Political Economy|American Economic Review|Review of Economic Studies|Journal of Monetary Economics|American Economic Review|Journal of International Economics
2-s2.0-0038205588,2000,IFM,1,0011568469|33745571161|0001462272,Journal of International Economics|Journal of International Economics|Journal of International Economics
2-s2.0-79955432995,2008,AP,1,35348920180|62949214695|18644365144|62949175134|84977717068|72249109179|43049180300|0038829878|33747043577|84982953439|67849086702|4043153533|45849137389|4043119771|55949118727|27544450102|49749105983|0030516678|21244486622|85046733695,"American Economic Review|American Economic Review|Econometrica|Quarterly Journal of Economics|The Journal of Finance|Journal of Finance|Journal of Monetary Economics|American Economic Review|Journal of Banking and Finance|A Monetary History of the United States, 1867-1960|Journal of Financial Economics|American Economic Review|Journal of Finance|Psychological Science|Journal of Finance|Journal of Finance|Review of Economics and Statistics|Journal of Labor Economics|NBER Macroeconomics Annual|Journal of Experimental Psychology: Learning, Memory, and Cognition"
2-s2.0-0037704660,2001,EFFE,0,38249014082|21144470245|0000148688|0000417969|0030545862|70350110873|0000484063|0346307687|0000328019,Journal of Econometrics|Econometric Theory|Journal of Econometrics|Econometrica|Journal of Business and Economic Statistics|Handbook of Econometrics|Journal of Monetary Economics|Econometrica|Econometrica
2-s2.0-78650967353,2005,EFFE,0,0037277111|0036221554|3042765507|33745304373|84944833063|84993900539|8344256041|34047246348|33645016053|0034364595|34250778808|0002274302|70349835782|84977354018|84977397160|58149320175|0026909431|0036005160|0001540236|84926131779|33846041971,"Econometrica|Econometrica|Econometrica|Econometrica|The Journal of Finance|The Journal of Finance|The Journal of Finance|Journal of Multivariate Analysis|Acta Physica Polonica B|Review of Economics and Statistics|Journal of the American Statistical Association|Journal of Banking and Finance|Econometrica|The Journal of Finance|The Journal of Finance|Journal of Multivariate Analysis|IEEE Transactions on Signal Processing|Journal of Business and Economic Statistics|The Journal of Finance|Advances in Economics and Econometrics: Theory and Applications, Eighth World Congress, Volume III|Journal of Business and Economic Statistics"
2-s2.0-0036221554,2000,EFFE,0,84890656542|0000436587|33646972178|84993900539|0000148688|8344256041|0008780892|0034364595|0001600765|0033472952|0031414707|0000288739|84915425007|49549135545|34250232348|84952511099|0033211669,The Econometrics of Financial Markets|Journal of Financial Economics|Journal of Financial Economics|The Journal of Finance|Journal of Econometrics|The Journal of Finance|Econometrica|Review of Economics and Statistics|Review of Economic Studies|Journal of Monetary Economics|International Economic Review|Journal of Financial Economics|Technometrics|Journal of Economic Theory|Psychometrika|Journal of Business and Economic Statistics|Journal of Monetary Economics
2-s2.0-76049120993,2008,PERE,1,7044260424|68049093019|38049091524|42149160009|33646411794|33748779319|18744407634|47749120440|0034988947|10444235739|70449391145|77952881678|23044445249|0000269861|0031413974|0000289297|67651220688,"Review of Finance|Journal of Monetary Economics|Journal of Economics and Business|Quarterly Journal of Economics|Federal Reserve Bank of St. Louis Review|Journal of Political Economy|Econometrica|Review of Economic Studies|Journal of Political Economy|Quarterly Journal of Economics|Review of Financial Studies|Building Assets, Building Credit: Creating Wealth in Low-Income Communities|Journal of Political Economy|Journal of Monetary Economics|Quarterly Journal of Economics|American Economic Review|Journal of Monetary Economics"
