researcher,eids,sources,years
6507775118,2-s2.0-84859983858|2-s2.0-79959881927|2-s2.0-79955605071|2-s2.0-79955590730|2-s2.0-65649152514|2-s2.0-55549104350|2-s2.0-34548855698|2-s2.0-79956006191|2-s2.0-33746675582|2-s2.0-1942444631|2-s2.0-0842290688|2-s2.0-2142644653|2-s2.0-1642291422|2-s2.0-0141685588,Journal of Monetary Economics|American Economic Review|Canadian Journal of Economics|Canadian Journal of Economics|Journal of Monetary Economics|Economics Letters|Journal of Economic Dynamics and Control|Economics Bulletin|Canadian Journal of Economics|Economics Letters|Statistics and Probability Letters|Canadian Journal of Economics|European Review of Economic History|International Finance,2012|2011|2011|2011|2009|2008|2007|2006|2006|2004|2004|2003|2003|1998
6507858141,2-s2.0-75449095237|2-s2.0-62449241471|2-s2.0-33745136121|2-s2.0-29344454326|2-s2.0-20444427652|2-s2.0-16244386207|2-s2.0-4043109866|2-s2.0-0142188080|2-s2.0-74949097020|2-s2.0-0041488892,Review of Financial Studies|Journal of Finance|Journal of Financial Economics|Review of Financial Studies|Quarterly Journal of Economics|American Economic Review|American Economic Review|Journal of Finance|Journal of Financial Economics|Journal of Finance,2010|2009|2006|2006|2005|2004|2004|2003|2002|2002
6507947601,2-s2.0-77956103491|2-s2.0-72249113911|2-s2.0-55649100439|2-s2.0-33747791340|2-s2.0-33745934647|2-s2.0-33646346104|2-s2.0-4043087027|2-s2.0-2342646962|2-s2.0-0041077377,"American Economic Review|Journal of Economic Perspectives|American Economic Review|Journal of International Economics|Journal of Money, Credit and Banking|Quarterly Journal of Economics|American Economic Review|Journal of International Economics|American Economic Review",2010|2009|2008|2006|2006|2006|2004|2004|2001
6508011566,2-s2.0-84878473808|2-s2.0-79951527124|2-s2.0-77954041066|2-s2.0-77950989474|2-s2.0-77951079790|2-s2.0-77950819108|2-s2.0-78650501402|2-s2.0-49349095799|2-s2.0-30344433483|2-s2.0-17444395534|2-s2.0-0037563919|2-s2.0-0037363263|2-s2.0-0036158419|2-s2.0-0000243126,"International Journal of Forecasting|Scandinavian Journal of Statistics|Review of Economic Studies|Econometric Reviews|Communications in Statistics: Simulation and Computation|Management Science|International Journal of Services, Economics and Management|International Journal of Forecasting|Communications in Statistics - Theory and Methods|Statistics and Probability Letters|Statistica Neerlandica|Journal of the American Statistical Association|Statistics and Probability Letters|Journal of Forecasting",2013|2011|2010|2010|2010|2010|2009|2008|2006|2005|2003|2003|2002|2000
6508041519,2-s2.0-84864042165|2-s2.0-79960412978|2-s2.0-80053071553|2-s2.0-79952903494|2-s2.0-33847018056|2-s2.0-33746836166|2-s2.0-33744523374|2-s2.0-17544364418|2-s2.0-16244373041|2-s2.0-21144437716|2-s2.0-4344634297|2-s2.0-1842813970|2-s2.0-0141977276|2-s2.0-0042170206|2-s2.0-0347770665|2-s2.0-0008134776,Journal of Finance|Journal of Financial Economics|Journal of Financial and Quantitative Analysis|Journal of Financial and Quantitative Analysis|Journal of Business|Journal of Finance|American Economic Review|Journal of Business|Journal of Finance|Journal of Financial and Quantitative Analysis|Review of Financial Studies|Journal of Finance|Journal of Business|Journal of Finance|Journal of Financial Intermediation|Journal of Business Finance and Accounting,2012|2011|2011|2010|2006|2006|2006|2005|2005|2005|2004|2004|2002|2002|2001|1997
6508164189,2-s2.0-14644388216|2-s2.0-1842781158|2-s2.0-0036101561|2-s2.0-0036105155|2-s2.0-0035480934,Journal of International Economics|Economic Journal|Journal of Banking and Finance|Journal of Banking and Finance|IMA Journal of Management Mathematics,2005|2004|2002|2002|2001
6508167439,2-s2.0-84871974240|2-s2.0-84871712944|2-s2.0-84867127915|2-s2.0-84871823571|2-s2.0-84865988644|2-s2.0-77957782819|2-s2.0-77953871473|2-s2.0-77954128273|2-s2.0-84867126319|2-s2.0-67349165407|2-s2.0-69849084921|2-s2.0-54049123755|2-s2.0-43949099656|2-s2.0-45849099507|2-s2.0-34248360787|2-s2.0-33847715215|2-s2.0-33846623436|2-s2.0-33745934647|2-s2.0-33744474096|2-s2.0-33746093548|2-s2.0-27844446576|2-s2.0-27144455350|2-s2.0-13444301209|2-s2.0-1342333129|2-s2.0-0346409542|2-s2.0-0037375031|2-s2.0-0344702681|2-s2.0-0344585888|2-s2.0-0037349061|2-s2.0-0036189659|2-s2.0-0036920109|2-s2.0-0040519854|2-s2.0-0037987313|2-s2.0-0034178829|2-s2.0-0008559538,"Journal of Development Economics|Journal of International Money and Finance|International Finance|Journal of International Money and Finance|Economics Letters|Journal of Development Economics|European Economic Review|Journal of Money, Credit and Banking|Handbook of Development Economics|Journal of Financial Intermediation|Open Economies Review|Economic Journal|Economics Letters|Journal of the European Economic Association|Journal of Banking and Finance|World Bank Economic Review|Journal of International Money and Finance|Journal of Money, Credit and Banking|International Finance|Economic Policy|IMF Staff Papers|European Economic Review|European Economic Review|Economics Letters|American Economic Review|Economics Letters|Emerging Markets Review|Journal of Financial Intermediation|Journal of International Economics|European Economic Review|International Finance|IMF Staff Papers|IMF Staff Papers|Emerging Markets Review|IMF Staff Papers",2013|2012|2012|2012|2012|2011|2010|2010|2010|2009|2009|2008|2008|2008|2007|2007|2007|2006|2006|2006|2005|2005|2005|2004|2003|2003|2003|2003|2003|2002|2002|2000|2000|2000|1998
6508204775,2-s2.0-84883696465|2-s2.0-84862764105|2-s2.0-84864028223|2-s2.0-79955554018|2-s2.0-79955555606|2-s2.0-64149090197|2-s2.0-59749099375|2-s2.0-59449101607|2-s2.0-35448970603|2-s2.0-34547240675|2-s2.0-33745203022|2-s2.0-4344650886|2-s2.0-0000883258|2-s2.0-0345779079,Journal of Finance|Journal of Financial Economics|Journal of Finance|Review of Financial Studies|NBER Macroeconomics Annual|Review of Financial Studies|Journal of Economic Theory|Review of Financial Studies|Review of Financial Studies|American Economic Review|Econometrica|Review of Financial Studies|Journal of Financial Economics|Financial Analysts Journal,2013|2012|2012|2011|2010|2009|2009|2009|2007|2007|2005|2004|2002|2001
6508281208,2-s2.0-23244458675|2-s2.0-33646879615|2-s2.0-1842663087|2-s2.0-1842592124|2-s2.0-0037376395|2-s2.0-0036199716|2-s2.0-0034196515|2-s2.0-0000473546,Economic Theory|Journal of Business|Journal of Finance|Journal of Financial and Quantitative Analysis|Journal of Financial Economics|Journal of Economic Dynamics and Control|Journal of International Money and Finance|Journal of Financial Economics,2006|2006|2004|2004|2003|2002|2000|2000
6508377000,2-s2.0-84876085412|2-s2.0-84855976079|2-s2.0-84855910937|2-s2.0-77951207854|2-s2.0-61549133819|2-s2.0-38849173850|2-s2.0-34250890961|2-s2.0-34250807228|2-s2.0-20444491210|2-s2.0-0037905665|2-s2.0-0042462739|2-s2.0-0005873071,Journal of Business and Economic Statistics|Quantitative Economics|Macroeconomic Dynamics|Journal of Monetary Economics|Review of International Economics|Review of Economics and Statistics|Journal of the European Economic Association|NBER Macroeconomics Annual|Journal of the European Economic Association|Journal of Monetary Economics|Computational Economics|International Journal of Finance and Economics,2013|2011|2011|2010|2009|2008|2006|2006|2004|2003|1997|1997
6601918039,2-s2.0-84864578676|2-s2.0-84858796084|2-s2.0-79951514752|2-s2.0-77954361280|2-s2.0-74849136434|2-s2.0-40649100036|2-s2.0-36249002832|2-s2.0-34848866264|2-s2.0-34547461292|2-s2.0-33748522335|2-s2.0-13844266653|2-s2.0-4143112491|2-s2.0-14944377272|2-s2.0-0037398813|2-s2.0-0034800774|2-s2.0-0035616294|2-s2.0-0032397232|2-s2.0-0040518936|2-s2.0-0039336252|2-s2.0-84951419439|2-s2.0-84982698434|2-s2.0-58149364082|2-s2.0-0027708398,"Journal of Development Studies|Open Economies Review|Journal of Accounting and Economics|Pacific Economic Review|Journal of Financial and Quantitative Analysis|Journal of International Money and Finance|Journal of International Money and Finance|Economic Journal|Journal of Money, Credit and Banking|Journal of International Money and Finance|Journal of Financial Economics|Review of International Economics|Contributions to Macroeconomics|International Journal of Finance and Economics|Journal of International Economics|Journal of Money, Credit and Banking|Southern Economic Journal|Journal of Money, Credit and Banking|Quarterly Journal of Economics|International Economic Journal|Review of International Economics|International Review of Economics and Finance|Review of Economics &amp; Statistics",2012|2012|2011|2010|2009|2008|2007|2007|2007|2006|2005|2004|2004|2003|2001|2001|1998|1996|1996|1995|1995|1995|1993
6601926430,2-s2.0-84887901473|2-s2.0-84863217799|2-s2.0-84857453702|2-s2.0-77952668620|2-s2.0-73249137616|2-s2.0-62949243982|2-s2.0-55549116364|2-s2.0-51249119629|2-s2.0-39349094522|2-s2.0-33750918482|2-s2.0-33748587002|2-s2.0-31144437564|2-s2.0-23044444658|2-s2.0-33747130734|2-s2.0-23044445249|2-s2.0-0347129554|2-s2.0-1642279731|2-s2.0-0344719120|2-s2.0-0036838043|2-s2.0-0036049267|2-s2.0-0033920112|2-s2.0-0000140345|2-s2.0-70350110420|2-s2.0-0033145518|2-s2.0-0032397043|2-s2.0-0031759534|2-s2.0-0040796290|2-s2.0-0030143938|2-s2.0-0039666805|2-s2.0-84984080802|2-s2.0-0002618935|2-s2.0-0009036071|2-s2.0-84928831579|2-s2.0-38249018987|2-s2.0-0025673625|2-s2.0-0000210998|2-s2.0-38249023647|2-s2.0-38249006886|2-s2.0-0024846612|2-s2.0-0024800604|2-s2.0-0010948093|2-s2.0-45949117050,American Economic Journal: Economic Policy|American Economic Review|Regional Science and Urban Economics|Journal of Urban Economics|Journal of Portfolio Management|Quarterly Journal of Economics|Economists' Voice|Journal of Urban Economics|Urban Studies|Review of Economics and Statistics|Journal of Regional Science|Journal of Economic Geography|Journal of Law and Economics|American Economic Review|Journal of Political Economy|Journal of Public Economics|Journal of Urban Economics|Real Estate Economics|Regional Science and Urban Economics|Regional Science and Urban Economics|Urban Studies|Housing Policy Debate|Handbook of Regional and Urban Economics|Journal of Housing Economics|Real Estate Economics|Scottish Journal of Political Economy|Real Estate Economics|Journal of Urban Economics|Real Estate Economics|Real Estate Economics|Journal of Urban Economics|Journal of Urban Economics|Urban Studies|Journal of Urban Economics|Urban Studies|Journal of Urban Economics|Journal of Urban Economics|Journal of Urban Economics|Regional Science and Urban Economics|Regional Science and Urban Economics|The Journal of Real Estate Finance and Economics|Journal of Urban Economics,2013|2012|2012|2010|2009|2009|2008|2008|2008|2006|2006|2006|2005|2005|2005|2004|2004|2003|2002|2002|2000|2000|1999|1999|1998|1998|1996|1996|1993|1992|1992|1991|1990|1990|1990|1990|1989|1989|1989|1989|1988|1987
6601944886,2-s2.0-84888102111|2-s2.0-84886947040|2-s2.0-84878138244|2-s2.0-84875678077|2-s2.0-84874021075|2-s2.0-84871612210|2-s2.0-84886728229|2-s2.0-84868118563|2-s2.0-84862512847|2-s2.0-84860882664|2-s2.0-84861867842|2-s2.0-84155188780|2-s2.0-82055168940|2-s2.0-79956205575|2-s2.0-79960594881|2-s2.0-79960442479|2-s2.0-78650521130|2-s2.0-77955269219|2-s2.0-77957242880|2-s2.0-77954262371|2-s2.0-78649393421|2-s2.0-77953359222|2-s2.0-77249120543|2-s2.0-77951133652|2-s2.0-70349479194|2-s2.0-61849153445|2-s2.0-62549140553|2-s2.0-59549095496|2-s2.0-56549093699|2-s2.0-59249109628|2-s2.0-55549093728|2-s2.0-55349117067|2-s2.0-52049110315|2-s2.0-49349101709|2-s2.0-47649112416|2-s2.0-44149099106|2-s2.0-43949140505|2-s2.0-84992784235|2-s2.0-67649775478|2-s2.0-38349074990|2-s2.0-34548480939|2-s2.0-35648981809|2-s2.0-34548229095|2-s2.0-34249019647|2-s2.0-33847298444|2-s2.0-34248144509|2-s2.0-33845289380|2-s2.0-35348910732|2-s2.0-33750312332|2-s2.0-33745759170|2-s2.0-33745606434|2-s2.0-33646874644|2-s2.0-33646755590|2-s2.0-33644896205|2-s2.0-28444465577|2-s2.0-25844485393|2-s2.0-21644489422|2-s2.0-12444264801|2-s2.0-12444253865|2-s2.0-4344632520|2-s2.0-4344600668|2-s2.0-1442288719|2-s2.0-14844360715|2-s2.0-1342282497|2-s2.0-0242349248|2-s2.0-0037410230|2-s2.0-0346724400|2-s2.0-14844362276|2-s2.0-0141991812|2-s2.0-0037243835|2-s2.0-0036828678|2-s2.0-0035642972|2-s2.0-0035250563|2-s2.0-0039738463|2-s2.0-0034416105|2-s2.0-0034357476,Econometrics Journal|Manchester School|Economics Letters|Journal of Applied Econometrics|Journal of Applied Econometrics|Oxford Bulletin of Economics and Statistics|Journal of Econometrics|Economic Journal|International Journal of Forecasting|Journal of Banking and Finance|Journal of Business and Economic Statistics|International Journal of Forecasting|Journal of Forecasting|Econometric Reviews|Journal of Economic Surveys|Journal of Applied Econometrics|Journal of Econometrics|Computational Statistics and Data Analysis|Econometric Theory|Journal of Applied Econometrics|Journal of Business and Economic Statistics|Economics Letters|Journal of Economic Dynamics and Control|Econometric Theory|Journal of Banking and Finance|International Journal of Forecasting|Journal of Time Series Analysis|Journal of Empirical Finance|Journal of Banking and Finance|International Journal of Forecasting|Computational Statistics and Data Analysis|Journal of Econometrics|Oxford Bulletin of Economics and Statistics|Economics Letters|Econometrics Journal|Economic Modelling|Economics Letters|National Institute Economic Review|National Institute Economic Review|Journal of Business and Economic Statistics|Economics Letters|Journal of Business and Economic Statistics|Computational Statistics and Data Analysis|Oxford Bulletin of Economics and Statistics|Journal of Econometrics|Journal of Applied Econometrics|Journal of Econometrics|Journal of Time Series Analysis|Computational Statistics and Data Analysis|Journal of Economic Dynamics and Control|Econometrics Journal|Economics Letters|Economics Letters|Econometric Theory|Journal of Forecasting|Empirical Economics|International Journal of Forecasting|Journal of Time Series Analysis|Journal of Time Series Analysis|Economics Letters|Econometric Theory|IEEE Transactions on Automatic Control|Studies in Nonlinear Dynamics and Econometrics|Oxford Bulletin of Economics and Statistics|Empirical Economics|Economics Letters|Journal of Econometrics|Studies in Nonlinear Dynamics and Econometrics|Journal of Time Series Analysis|Journal of Business and Economic Statistics|Economics Letters|Economics Letters|IEEE Transactions on Automatic Control|Journal of Time Series Analysis|Economics Letters|Economics Letters,2013|2013|2013|2013|2013|2013|2013|2012|2012|2012|2012|2012|2011|2011|2011|2011|2011|2010|2010|2010|2010|2010|2010|2010|2009|2009|2009|2009|2009|2009|2008|2008|2008|2008|2008|2008|2008|2008|2008|2008|2007|2007|2007|2007|2007|2007|2007|2007|2006|2006|2006|2006|2006|2006|2005|2005|2005|2005|2005|2004|2004|2004|2004|2004|2003|2003|2003|2003|2003|2003|2002|2001|2001|2001|2000|2000
6601955048,2-s2.0-84879085268|2-s2.0-84874416671|2-s2.0-84863553789|2-s2.0-84875495962|2-s2.0-79958269159|2-s2.0-78649850878|2-s2.0-77958486270|2-s2.0-77950804470|2-s2.0-85017140194|2-s2.0-63149103502|2-s2.0-62749110810|2-s2.0-46449127550|2-s2.0-55349103432|2-s2.0-77649116454|2-s2.0-34547663691|2-s2.0-34249861640|2-s2.0-34547262460|2-s2.0-33644868163|2-s2.0-33746724135|2-s2.0-33745188673|2-s2.0-33744532109|2-s2.0-33644863841|2-s2.0-34948878505|2-s2.0-32844458633|2-s2.0-4043084137|2-s2.0-21244501699|2-s2.0-0042813637|2-s2.0-0036021622|2-s2.0-0034029957,American Economic Review|Emotion|Contemporary Economic Policy|Journal of Legal Studies|American Economic Review|Quarterly Journal of Economics|Journal of Political Economy|American Law and Economics Review|American Economic Journal: Economic Policy|Economica|Journal of Legal Studies|Science|Brookings Papers on Economic Activity|NBER Macroeconomics Annual|Journal of Monetary Economics|Quarterly Journal of Economics|Journal of Economic Perspectives|American Economic Review|Economic Record|Australian Economic Review|American Economic Review|Quarterly Journal of Economics|Journal of the European Economic Association|Stanford Law Review|Journal of Economic Perspectives|NBER Macroeconomics Annual|International Finance|Australian Journal of Political Science|Economic Journal,2013|2012|2012|2012|2011|2010|2010|2009|2009|2009|2008|2008|2008|2008|2007|2007|2007|2006|2006|2006|2006|2006|2006|2005|2004|2003|2003|2002|2000
